test_id,timestamp,date,url,track,surface,method,workspace_present,permission_level,model_observed,model_intelligence_level,input_est_chars,hypothesis_match,codex_version,notes,tools_named,workspace_substitution,output_chars,truncated,truncation_point,tokens_est,tools_used,tools_blocked,execution_attempts,agent_reported_output_chars,agent_reported_truncated,agent_reported_truncation_point,agent_reported_tokens_est,agent_reported_file_size_bytes,agent_reported_md5_checksum,agent_reported_lines,agent_reported_words,agent_reported_code_blocks,agent_reported_table_rows,agent_reported_headers,verified_file_size_bytes,verified_md5_checksum,verified_total_lines,verified_total_words,verified_tokens,verified_chars_per_token,verified_code_blocks,verified_table_rows,verified_headers
OP-2,2026-05-15T13:00:13.345144,2026-05-15,https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/Array,codex-interpreted,codex,gpt-interpreted,False,default,GPT-5.3-Codex,Medium,122880,"H1-no, H2-no, H3-indeterminate, H4-untested, H5-yes",26.513.20950 (2816),"7th run GPT-5.3-Codex Medium initialized private/tmp/codex-browser-use, didn’t create a directory in Documents/Codex, either read/rewrote op2_array.html, named test Fetch MDN Array URL. Worked for 31 seconds. 13% (34K/258K) context window used. Searched web once, but has 3 URL calls, ran ~2 commands, asked permission to use curl. Agent knowingly issued 2nd web.open with line offset to reach further into document, auto-pagination not just accidental re-fetching.","web.run with open, functions.exec_command with curl -L -sS",no,240504,yes,"no for direct curl fetch, web.open response chunked/partial in-tool views, one stopped ~L590, another ~L1268 with lineno=1200",60100,,,,,,,,,,,,,,,,,,,,,,,
OP-2,2026-05-15T15:09:42.189271,2026-05-15,https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/Array,codex-interpreted,codex,gpt-interpreted,False,default,GPT-5.3-Codex,Low,122880,"H1-no, H2-no, H3-indeterminate, H4-untested, H5-no",26.513.20950 (2816),"8th run GPT-5.3-Codex Low initialized private/tmp/codex-browser-use, didn’t create a directory in Documents/Codex, read/rewrote op2_mdn_array.html, named test Test MDN retrieval. Worked for 29 seconds, 8% (22K/258K) context window used. Searched web once, ran ~2 commands, asked for permission to use curl. 'No artifacts yet' panel suggests agents satisfying own internal task model while surface output remains empty.","web.run with open, curl, wc, tail, functions.exec_command",no,240504,yes,"direct curl fetch no, web.open tool view yes, tool output truncated in-display, stopped ~L317 of 1269-line page",60000,,,,,,,,,,,,,,,,,,,,,,,
OP-2,2026-05-15T15:26:00.010658,2026-05-15,https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/Array,codex-interpreted,codex,gpt-interpreted,False,default,GPT-5.4-Mini,Low,122880,"H1-indeterminate, H2-indeterminate, H3-partially, H4-untested, H5-no",26.513.20950 (2816),"9th run GPT-5.4-Mini Low initialized private/tmp/codex-browser-use, named test Test MDN Array retrieval, didn’t create a directory in Documents/Codex. Worked for 15 seconds, 14% (36K/258K) context window used. Searched web 3 times, ran 1 command. web.open reached L1267-1268, curl failed, may have misread its own output or conflated line-numbered rendering with completeness, response line-numbered rendering, not raw byte-for-byte response body.","web.open, curl",no,110000,no,none recorded,27500,,,,,,,,,,,,,,,,,,,,,,,
OP-2,2026-05-15T15:42:38.971647,2026-05-15,https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/Array,codex-interpreted,codex,gpt-interpreted,False,default,GPT-5.4-Mini,Medium,122880,"H1-no, H2-no, H3-partially, H4-untested, H5-no",26.513.20950 (2816),"10th run GPT-5.4-Mini Medium initialized private/tmp/codex-browser-use, created mdn-array-XXXXXX.html, named test Test web retrieval, didn’t create a directory in Documents/Codex, asked permission to run curl x3. Worked for 49 seconds, 11% (28K/258K) context window used. Searched web once, ran ~3 commands. Suggests fixed platform-level line window ~317 lines.","web.open, curl, wc -c, tail -c 50, python3, turn0view0",no,240366,yes,"raw curl fetch no, web.open excerpt yes, tool display truncated, rendered view 1269 lines, visible snippet stopped at L317 mid-article in Copying methods and mutating methods",60000,,,,,,,,,,,,,,,,,,,,,,,
OP-2,2026-05-15T15:58:25.241568,2026-05-15,https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/Array,codex-interpreted,codex,gpt-interpreted,False,default,GPT-5.4-Mini,High,122880,"H1-no, H2-no, H3-indeterminate, H4-untested, H5-no",26.513.20950 (2816),"11th run GPT-5.4-Mini High nitialized private/tmp/codex-browser-use, named test Test web retrieval, didn’t create a directory in Documents/Codex, asked permission to run curl x4. Worked for 1 minute, 44 seconds. 12% (32K/258K) context window use. Searched web once, ran ~6 commands. Didn't read or write /tmp HTML file. L317 cutoff consistent across some tests, check whether aligns with structural boundary in HTML.","web.open, curl, python3 -c, turn0view0m, libutil",no,240366,yes,"direct curl no, web.open yes, visible excerpt stopped ~line 317 of 1269, preview incomplete",60000,,,,,,,,,,,,,,,,,,,,,,,
OP-2,2026-05-15T16:18:38.252763,2026-05-15,https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/Array,codex-interpreted,codex,gpt-interpreted,False,default,GPT-5.4-Mini,Extra High,122880,"H1-indeterminate, H2-indeterminate, H3-partially, H4-untested, H5-yes",26.513.20950 (2816),"12th run GPT-5.4-mini Extra High initialized private/tmp/codex-browser-use, named test Fetch MDN Array page, didn’t create a directory in Documents/Codex, asked for permission to use Browser. Worked for 2 minutes, 58 seconds. 26% (67K/258K) context window use. Searched web twice, ran ~7 commands. No truncation reported, but describes response as paginated excerpts, but accessible. HTML/DOM serialization 143701 chars, rendered text 28479 chars. No raw curl fetch. First run agent navigated to end.","web.open, turn0view0, turn1view0, wordlim: 200, Total lines: 1269, mcp__node_repl__.js, browser.nameSession, tab.goto, tab.playwright.waitForLoadState, tab.playwright.evaluate, selectedBrowser, visibility, viewport, pageAssets, fetch",no,143701,yes,"web.open view paginated excerpts in chat, but tail reached line 1268",36000,,,,,,,,,,,,,,,,,,,,,,,
OP-2,2026-05-15T23:16:20.289394,2026-05-15,https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/Array,codex-interpreted,codex,gpt-interpreted,False,default,GPT-5.4,Low,122880,"H1-no, H2-no, H3-no, H4-untested, H5-yes",26.513.20950 (2816),"13th run GPT-5.4 Low initialized private/tmp/codex-browser-use, named test Test web retrieval output, didn’t create a directory in Documents/Codex. Asked for permission to use curl. Worked for 57 seconds. 10% (26K/258K) context window used. Searched web twice, ran ~6 commands. Tokens 20-35K web.open, 60-80K raw HTML. web.open line-indexed extraction, not full blob.","web.open, curl, wc -c",no,240508,yes,"first web.open response stopped ~L316 mid-article, reopened ~L1268, curl -I ...446 tokens truncated...",30000,,,,,,,,,,,,,,,,,,,,,,,
OP-2,2026-05-15T23:22:04.702840,2026-05-15,https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/Array,codex-interpreted,codex,gpt-interpreted,False,default,GPT-5.4,Medium,122880,"H1-no, H2-no, H3-no, H4-untested, H5-yes",26.513.20950 (2816),"14th run GPT-5.4 Medium initialized private/tmp/codex-browser-use, created op2_mdn_array_20260515.html, named test Fetch MDN Array page, didn’t create a directory in Documents/Codex. Asked permission to use curl. Worked for 58 seconds, 11% (29K/258K) context window used. Searched web twice, ran ~7 commands. Pagination appears LLM-dependent, not intelligence-level-dependent.","web.open, curl, wc -m, tail -c, head -c",no,240370,yes,"direct fetch no, web.open yes initial preview truncated/ellipsized showed LO-L317, then skipped ahead lineno:1210 showed through end L1268, fetch complete but displayed not fully expanded",60000,,,,,,,,,,,,,,,,,,,,,,,
OP-2,2026-05-15T23:27:47.054606,2026-05-15,https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/Array,codex-interpreted,codex,gpt-interpreted,False,default,GPT-5.4,High,122880,"H1-no, H2-no, H3-no, H4-untested, H5-yes",26.513.20950 (2816),"15th run GPT-5.4 High initialized private/tmp/codex-browser-use, created op2_array.html and op2_headers.txt, named test Access web retrieval truncation didn’t create directory in Documents/Codex. Asked permission to use curl twice. Worked for 2 minutes, 54 seconds. 16% (40K/258K) context window. Searched web 5 times, ran ~9 commands. Page served from Varnish cache, not origin, may have received slightly different versions, live doc could drift between runs, agents inferring UTF-8 correct per HTML5 defaults.","web.open, curl, wc, head, tail, node",no,240508,yes,"curl no, web.open yes initial results stopped ~L317 even though reported Total lines: 1269, issue later calls to inspect through L1268",60100,,,,,,,,,,,,,,,,,,,,,,,
OP-2,2026-05-15T23:32:54.661419,2026-05-15,https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/Array,codex-interpreted,codex,gpt-interpreted,False,default,GPT-5.4,Extra High,122880,"H1-no, H2-no, H3-no, H4-untested, H5-yes",26.513.20950 (2816),"16th run GPT-5.4 Extra High initialized private/tmp/codex-browser-use, created mdn_array.html, didn’t create directory in Documents/Codex, named test Test web retrieval, asked permission to call curl once. Worked for 4 minutes, 33 seconds. 25% (64K/258K) context window used. Unprompted web.open window may grow across sequential calls before agent switches to explicit offset nav.","web.run, open, functions.exec_command, curl, wc, tail, file",no,240370,yes,"first direct web.open response stopped at L317, 2nd longer reached L590, lineno-based ops reached end L1268, no for raw curl",60100,,,,,,,,,,,,,,,,,,,,,,,
OP-2,2026-05-15T23:36:51.670026,2026-05-15,https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/Array,codex-interpreted,codex,gpt-interpreted,False,default,GPT-5.5,Low,122880,"H1-no, H2-no, H3-no, H4-untested, H5-no",26.513.20950 (2816),"17th run GPT-5.5 Low initialized private/tmp/codex-browser-use, created mdn_array_op2.html, mdn_array_op2_headers, didn’t create directory in Documents/Codex, named test Fetch MDN Array page, asked permission to call curl x3. Worked for 1 minute, 20 seconds. 9% (23K/258K) window context used. Bypasses web pipeline completely, ran ~10 commands. Relies soley on curl, shell commands, efficient, more rich output.","functions.exec_command, curl, wc, tail, rg, mcp__node_repl__.js",no,240370,no,none recorded,60093,,,,,,,,,,,,,,,,,,,,,,,
OP-2,2026-05-15T23:41:05.562949,2026-05-15,https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/Array,codex-interpreted,codex,gpt-interpreted,False,default,GPT-5.5,Medium,122880,"H1-no, H2-no, H3-no, H4-untested, H5-no",26.513.20950 (2816),"18th run GPT-5.5 Medium initialized private/tmp/codex-browser-use, created mdn-array.html, didn’t create any directory in Documents/Codex, asked permission to call curl x2. Worked for 56 seconds, 14% (35K/258K) context window used. Searched web once, ran ~8 commands. web.open window size not strict platform constant but varies, possibly by LLM, session, or response context.","web.run, functions.exec_command, curl, wc, tail, rg, node",no,240370,yes,"no for direct curl, web.open display-truncated ~L590, metadata Total lines: 1269",60000,,,,,,,,,,,,,,,,,,,,,,,
OP-2,2026-05-15T23:50:40.072196,2026-05-15,https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/Array,codex-interpreted,codex,gpt-interpreted,False,default,GPT-5.5,High,122880,"H1-no, H2-no, H3-no, H4-untested, H5-yes",26.513.20950 (2816),"19th run GPT-5.5 High initialized private/tmp/codex-browser-use, didn’t create Document/Codex directory, asked permission to call curl x3. Worked for 1 minute, 29 seconds. 15% (38K/258K) context window used. Searched web twice, ran ~5 commands. Suggests L590 might be 5.5 default window size, potential LLM-version correlated platform difference.","web.run, open, curl, wc -m, tail -c, sed -n l",no,240370,yes,"no for direct curl, first web viewer windowed/truncated ~L590, reporting Total lines: 1269, later open near end ~L1268",60000,,,,,,,,,,,,,,,,,,,,,,,
OP-2,2026-05-16T00:04:04.110322,2026-05-16,https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/Array,codex-interpreted,codex,gpt-interpreted,False,default,GPT-5.5,Extra High,122880,"H1-no, H2-no, H3-indeterminate, H4-untested, H5-no",26.513.20950 (2816),"20th run GPT-5.5 Extra High initialized private/tmp/codex-browser-use, unclear whether read/rewrote mdn_array.html, didn’t create Document/Codex directory, asked permission to use curl. Worked for 2 minutes, 4 seconds. 19% (50K/258K) context window used. Searched web 3 times, ran ~11 commands. Named test Test web retrieval. Claim reached footer without truncation, if accurate, initial viewport covered full doc, but without explicit line cutoff reported.","web.run with open, functions.exec_command, curl, wc, tail, file, node, rg, multi_tool_use.parallel",no,240370,no,none recorded,60093,,,,,,,,,,,,,,,,,,,,,,,
OP-4,2026-05-17T12:04:00.061298,2026-05-17,https://spec.commonmark.org/0.31.2/,codex-interpreted,codex,gpt-interpreted,False,default,GPT-5.2,Low,512000,"H1-partially, H2-no, H3-no, H4-untested, H5-no",26.513.31313 (2867),"1st run GPT-5.2 Low didn't curl, web.search_query, or web.click; initializes private/tmp/codex-browser-use, creates Documents/Codex/2026-05-17/i-m-testing-codex-s-web, but doesn't populate it. Worked for 1 minute, 42 seconds. Searched web once, ran ~3 commands, used Node Repl. 12% (31K/258K) context window used. Names test Test web retrieval. Describes line-numbered plain text/HTML excerpt.","web.run with opn(...), functions.exec_command, Python urllib, mcp__node_repl__.js",no,12082,yes,"tool output clearly an excerpt reports Total lines: 7423 for the page, but only returned early lines ~L237",3021,,,,,,,,,,,,,,,,,,,,,,,
OP-4,2026-05-17T12:21:10.113914,2026-05-17,https://spec.commonmark.org/0.31.2/,codex-interpreted,codex,gpt-interpreted,False,default,GPT-5.2,Medium,512000,"H1-partially, H2-no, H3-indeterminate, H4-untested, H5-partially",26.513.31313 (2867),"2nd run GPT-5.2 Medium initializes private/tmp/codex-browser-use, didn’t create local directory in Documents/Codex. Named test Test web retrieval. Worked for 41 seconds. Searched web twice, ran ~2 commands. 15% (39K/258K) context window used. Didn’t asked for permission to use curl, but they didn’t succeed. Exact metric count not available, last 50 chars clearly internal response with open(..., lineno=7350). Navigated to line=7350 to probe, but didn't walk the full doc. web.run open() returns window wordlim:200 per call, can jump to offsets, but LLM-reasons, won't happen automatically.","web.run, open, python3 requests, curl",no,50000,yes,"each open() call returns limited viewport/excerpt [wordlim: 200], not a single full ~500KB payload, near end line=7350 can see L7422 of 7423, weven though single tool response is excerpted",13500,,,,,,,,,,,,,,,,,,,,,,,
OP-4,2026-05-17T12:53:53.455442,2026-05-17,https://spec.commonmark.org/0.31.2/,codex-interpreted,codex,gpt-interpreted,False,default,GPT-5.2,High,512000,"H1-partially, H2-no, H3-no, H4-untested, H5-partially",26.513.31313 (2867),"3rd run GPT-5.2 High initializes private/tmp/codex-browser-use, didn’t create local directory in Documents/Codex. Named test Test web retrieval. Worked for 14 minutes, 24 seconds, which is very long for this test track. I expected for it to time out, but it completed. 45% (116K/258K) context window used. Searched web x11, used Node Repl, ran ~30 commands. Looping behavior, recognized truncation, attempted to outsmart it, didn't get very far, suggesting wordlim:200 viewport ceiling hard tool constraint, no direct curl retrieval succeeded, appeared stuck re-fetching same viewport rather than advancing, pagination intent but no effective pagination. Tool-truncated excerpt, can't compute exact metrics.","web.run with open method, functions.exec_command, python3 -c sys, math",no,12000,yes,"tool reports Total lines: 7423, but open(lineno=0) view stops ~L237, clearly not the full doc",3000,,,,,,,,,,,,,,,,,,,,,,,
OP-4,2026-05-17T13:15:23.651684,2026-05-17,https://spec.commonmark.org/0.31.2/,codex-interpreted,codex,gpt-interpreted,False,default,GPT-5.2,Extra High,512000,"H1-no, H2-no, H3-indeterminate, H5-partially",26.513.31313 (2867),"4th run GPT-5.2 Extra High initializes private/tmp/codex-browser-use, didn’t create local directory in Documents/Codex, but added commonmark_0.31.2html(looks accurate to test URL) toDocuments/Codex/2026-05-17/i-m-testing-codex-s-web- interesting because in previous testing, would add HTML files to theprivate/tmpdirectory. Named testTest web retrieval. Asked permission to use curl` twice. Worked for 6 minutes, 12 seconds. Searched web 26 times, ran ~12 commands. 62% (159K/258K) context window used. Worked around web with curl and local file, repeated searches as reconnaissance/verification with curl, not viewport windowing of doc body, more like thoroughness in planning than pagination.","web.run with open(...), functions.exec_command running curl -L -I, wc -c, python3, sandbox_permissions=require_escalated",no,514092,no,none recorded used curl,128523,,,,,,,,,,,,,,,,,,,,,,,
